fração_id,condominio,bloco,andar,porta,tipo_fracao,area_m2,quota_mensal,proprietario_nome,proprietario_nif,data_aquisicao,valor_aquisicao,situacao
FR0603,Jardins da Cidade,Norte,-1,G54,Garagem,95.6,103.91,Rosa Mendes Pereira,181165061,11/03/2012,126983.75,Ocupada
FR0891,Jardins da Cidade,Norte,0,0E,T2,88.9,102.65,Gonçalo Ramos Pinto,224347197,2024-05-09,160991.21,Arrendada
FR1636,Jardins da Cidade,Norte,5,5C,T1,54.8,64.37,Nuno Correia Fonseca,103653747,2010-11-04,120761.15,Em obras
FR0836,Jardins da Cidade,Norte,5,5C,T1,53.8,0.0,Fernando Almeida Costa,155832220,2024-12-21,72906.69,Arrendada
FR0006,Jardins da Cidade,Sul,6,6F,T1,64.9,77.05,Ricardo Coelho Cruz,269461706,2016-04-11,125454.97,Arrendada
FR1493,Torres do Sol,Torre 2,11,11A,T2,99.6,179.72,Mónica Raposo Rodrigues,197254473,2019-04-20,254404.93,Ocupada
FR1388,Torres do Sol,Torre 1,2,2A,T3,103.7,192.32,Hugo Carvalho Reis,277228698,2024-07-27,186036.77,
FR1758,Residencial Atlântico,C,1,1B,T3,101.2,123.41,Ana Cardoso Rocha,233472033,2023-03-10,230886.81,Arrendada
FR0240,Condomínio Central,D,10,10B,T-2,84.8,131.2,Patrícia Gonçalves Soares,114867957,2010-02-21,97273.72,Vazia
FR0294,Torres do Sol,Torre 1,11,11D,T2,97.9,174.27,Filipa Costa Pinto,127395292,2011-03-02,101884.44,Ocupada
FR1648,Torres do Sol,Torre1,10,10D,T1,52.2,85.19,Gonçalo Alves Cruz,239578460,2022-11-20,152197.0,Arrendada
FR0059,Residencial Atlântico,B,5,5D,T2,71.0,89.11,Pedro Soares Mendes,236088838,2023-11-06,193746.94,Vazia
FR1067,Condomínio Central,B,0,0D,T2,93.5,140.55,  Alexandra Cardoso Ferreira  ,266745082,2010-09-05,146442.25,Ocupada
FR0312,Jardins da Cidade,Norte,-1,G2,Garagem,73.3,80.4,Rui Antunes Almeida,103656083,2013-03-02,97019.93,Vazia
FR0214,torres do sol,Torre 2,0,0B,T0,36.7,67.6,Rui Alves Rocha,150466051,2016-06-24,41568.28,Vazia
FR0027,Torres do Sol,Torre 2,6,6E,T2,78.4,139.55,Ana Moreira Cunha,297199596,2014-04-20,108000.11,Ocupada
FR1683,Condomínio Central,C,4,4A,T2,82.7,116.73,Catarina Cunha Monteiro,174279985,2020-06-02,161550.08,Ocupada
FR1453,Vila Verde,A,0,Loja C,Loja,96.0,74.98,Fernando Fonseca Mendes,125480515,2011-04-13,46726.17,Arrendada
FR0829,Residencial Atlântico,B,6,6C,T2,95.4,117.22,Jorge Cruz Sousa,216771104,2010-05-13,152353.28,Arrendada
FR2194,Jardins da Cidade,Sul,5,5B,T1,53.7,57.68,Nuno Sousa Silva,237370769,2007-08-23,73348.15,Ocupada
FR1367,Torres do Sol,Torre 1,11,11A,T2,92.2,167.88,Pedro Cunha Fernandes,195058620,2023-07-10,218138.8,Arrendada
FR1244,TORRES DO SOL,Torre1,0,0C,T0,35.4,64.91,Daniela Raposo Ribeiro,286969940,2019-04-12,68825.99,Ocupada
FR0588,Residencial Atlântico,c,6,6A,T1,57.1,62.41,Gonçalo Lopes Moreira,274938801,2016-08-10,92270.01,Arrendada
FR2032,Jardins da Cidade,Norte,3,3E,T0,32.3,41.23,Miguel Fonseca Gomes,145497242,2016-10-15,37300.87,Ocupada
FR0629,Torres do Sol,Torre 1,0,Loja D,Loja,94.1,167.97,Inês Mendes Monteiro,166815500,2006-02-25,102823.37,Ocupada
FR0182,Residencial Atlântico,C,-1,G21,Garagem,72.8,87.26,Mariana Carvalho Monteiro,117925825,2015-07-16,126544.44,Ocupada
FR2406,Quinta das Palmeiras,b,4,4E,T1,68.7,74.42,Marco Rodrigues Cardoso,112485141,2012-06-06,124665.71,Ocupada
FR1646,Jardins da Cidade,Sul,5,5C,T3,118.5,133.61,Patrícia Martins Cunha,182358390,2017-09-10,181337.06,Vazia
FR2145,Quinta das Palmeiras,b,6,6D,T1,63.3,63.68,Rita Reis Gomes,263861278,2019-12-15,118826.17,Arrendada
FR0096,Torres do Sol,Torre1,11,11B,T2,87.4,161.12,Vítor Machado Jesus,103144053,2024-08-15,214840.42,Vazia
FR0327,Torres do Sol,Torre 1,0,Loja C,Loja,,141.02,Rita Teixeira Fernandes,223744856,2023-12-08,153165.0,Ocupada
FR0940,vila verde,a,1,1D,T-3,107.7,85.69,Manuel Teixeira Ramos,203285080,2021-07-25,209394.24,Arrendada
FR0483,Condomínio Central,A,-1,G10,Garagem,83.5,133.23,Rosa Moreira Almeida,223168391,2015-09-15,100736.6,Arrendada
FR1028,Quinta das Palmeiras,A,1,1D,T1,57.8,55.97,Isabel Almeida Ferreira,229481324,2019-06-28,95623.32,Arrendada
FR1573,Residencial Atlântico,C,1,1F,T2,91.2,115.14,Marta Cunha Cruz,273101415,2017-09-26,178945.72,Ocupada
FR2180,Jardins da Cidade,norte,6,6D,T3,120.9,126.14,Gonçalo Lopes Reis,255946603,2006-06-09,56661.45,Arrendada
FR0116,Jardins da Cidade,Norte,-1,G1,Garagem,79.8,84.4,Marta Cardoso Jesus,141519225,2024-02-22,185019.96,Ocupada
FR1779,Jardins da Cidade,Sul,2,2D,T-3,133.1,153.3,Pedro Ramos Matos,163434168,2017-06-23,206991.2,Ocupada
FR2138,Torres do Sol,Torre1,-1,G59,Garagem,70.8,133.82,Diogo Teixeira Gomes,292425690,2011-10-15,98002.15,Vazia
FR1260,Vila Verde,a,0,0D,T1,48.6,45.46,Tiago Simões Monteiro,180654107,2016-12-23,56690.11,Em obras
FR1970,Jardins da Cidade,Norte,-1,G18,Garagem,94.1,101.97,Bruno Pires Martins,194719216,2021-07-31,162365.38,Em obras
FR1063,Condomínio Central,A,6,6D,T2,93.2,129.31,Bruno Antunes Sousa,218731816,2024-05-10,209506.39,Ocupada
FR1786,Torres do Sol,Torre 1,1,1D,T2,74.6,141.12,José Correia Fernandes,278547567,2018-07-03,144710.84,Vazia
FR1642,Jardins da Cidade,norte,5,5C,T2,70.5,75.59,Vasco Almeida Rocha,128443336,2015-07-27,85329.32,ocupada
FR1988,Jardins da Cidade,Sul,6,6F,T1,50.3,50.7,Miguel Correia Pereira,142466842,2020-12-10,96883.82,Arrendada
FR0581,Condomínio Central,B,2,2F,T0,35.2,51.8,André Matos Santos,120927100,2013-03-10,21262.32,Arrendada
FR1664,Vila Verde,a,1,1B,T0,37.3,25.33,Nuno Oliveira Soares,171099024,2025-05-06,83721.0,Ocupada
FR2328,Residencial Atlântico,C,3,3E,T0,37.7,48.48,António Antunes Antunes,134891873,2009-07-21,26979.13,Arrendada
FR2292,Torres do Sol,Torre 1,9,9F,T2,95.8,174.53,Vasco Cunha Reis,116082882,2025-06-05,204376.22,Ocupada
FR0154,Quinta das Palmeiras,b,3,3C,T2,80.8,77.44,  Beatriz Monteiro Simões  ,204306426,2020-01-15,147973.54,Vazia
FR0005,Condomínio Central,C,5,5D,T3,124.2,178.97,António Ramos Sousa,125914876,2012-06-29,154259.41,Ocupada
FR0981,Residencial Atlântico,C,3,3C,T2,78.1,94.85,Marta Ferreira Cruz,226264304,2010-09-14,107179.46,Arrendada
FR1097,Condomínio Central,D,7,7B,T2,84.0,128.66,marco moreira alves,173988668,2010.03.04,115503.55,Ocupada
FR2418,Vila Verde,a,-1,G60,Garagem,94.1,68.15,Gonçalo Gomes Gomes,108459757,2015-11-10,177674.8,Vazia
FR0561,Residencial Atlântico,c,-1,G6,Garagem,96.5,117.76,Jorge Rodrigues Nunes,157067007,2024-09-07,212156.42,Arrendada
FR1394,Quinta das Palmeiras,B,2,2A,T1,66.0,76.33,Marco Cruz Carvalho,293920939,2012-03-11,71583.64,Arrendada
FR0828,Quinta das Palmeiras,b,0,0B,T3,105.9,110.18,Isabel Costa Martins,221927133,2010-12-05,103834.03,Vazia
FR0545,Torres do Sol,Torre 2,6,6F,T3,137.3,239.57,Helena Mendes Soares,170824856,2012-09-03,208072.35,Ocupada
FR1074,Torres do Sol,Torre 2,3,3E,T3,114.3,202.82,Pedro Rodrigues Oliveira,195118549,2012-06-07,85893.74,Arrendada
FR0357,Jardins da Cidade,norte,4,4D,T2,75.7,74.6,Luis Gonçalves Cruz,171552826,2019-12-19,156662.45,Ocupada
FR0114,Jardins da Cidade,Sul,0,0D,T1,63.3,74.33,José Gomes Gonçalves,288154089,2021-09-04,178431.59,Ocupada
FR0868,Residencial Atlântico,c,3,3C,T3,101.6,125.96,Carlos Almeida Costa,206158081,2021-06-28,301546.15,Vazia
FR1813,Condomínio Central,A,4,4F,T1,64.5,90.65,Raquel Gomes Mendes,200022394,2024-06-17,158809.18,Ocupada
FR1844,Vila Verde,a,3,3B,T2,72.1,60.57,Paulo Santos Cardoso,208064910,2016-08-12,114499.67,Ocupada
FR1701,Vila Verde,a,4,4C,T2,73.5,61.27,Maria Almeida Lopes,188953419,2016-06-04,91935.94,Arrendada
FR1785,Quinta das Palmeiras,b,3,3F,T2,99.7,93.77,Jorge Monteiro Fonseca,213859279,2011-07-06,39661.01,Ocupada
FR2484,Quinta das Palmeiras,b,4,4B,T3,120.1,117.53,Gonçalo Teixeira Coelho,257318026,2007-05-31,129437.85,Em obras
FR1258,Jardins da Cidade,norte,6,6E,T3,130.4,139.32,hugo gomes jesus,119321010,2011-01-25,175729.65,Arrendada
FR1727,Vila Verde,A,1,1F,T0,37.5,26.33,Paula Ferreira Cardoso,215876676,2014-10-20,67159.01,Arrendada
FR0643,Torres do Sol,Torre 1,3,3F,T2,71.8,126.34,Carlos Oliveira Carvalho,102140170,2007-09-03,90446.74,Vazia
FR0936,Condomínio Central,D,0,G31,Garagem,99.3,149.79,Rui Moreira Moreira,237305807,2016-08-27,105255.87,Arrendada
FR1914,Residencial Atlântico,A,-1,G69,Garagem,75.4,85.66,Sara Machado Fernandes,238216686,2023-06-19,155936.06,Ocupada
FR1753,Condomínio Central,B,7,7B,T1,69.5,103.66,Filipa Santos Monteiro,280078528,2022-01-25,118607.01,Arrendada
FR2011,Jardins da Cidade,Norte,1,1C,T1,46.8,54.73,Marco Rocha Coelho,157610108,2023-11-15,81889.48,Vazia
FR0872,Jardins da Cidade,Sul,3,3B,T3,105.9,125.84,Rosa Teixeira Alves,229995151,2014-08-04,178856.4,Arrendada
FR0783,Jardins da Cidade,Sul,1,1E,T2,74.6,82.64,Paulo Martins Sousa,127686600,2025-08-13,193585.94,
FR1440,Jardins da Cidade,Norte,6,6C,T2,73.4,73.59,João Oliveira Costa,135302106,2025-06-06,,Ocupada
FR2225,Quinta das Palmeiras,B,3,3C,T2,75.3,75.5,Vasco Almeida Coelho,269487313,2020-08-27,160752.34,Arrendada
FR1292,Torres do Sol,Torre1,1,1B,T1,56.1,96.37,Manuel Mendes Almeida,170203803,2021-10-21,99608.47,Ocupada
FR1996,Condomínio Central,B,5,5A,T2,80.6,109.98,Ana Machado Lopes,242827970,2022-05-13,89664.34,Em obras
FR1963,Residencial Atlântico,A,0,0A,T1,45.1,58.12,Isabel Moreira Lopes,132349636,2008-05-12,78272.89,Arrendada
FR0619,Quinta das Palmeiras,A,-1,G17,Garagem,79.2,83.91,André Sousa Soares,6001670775,2018-08-17,121132.19,Arrendada
FR2161,Quinta das Palmeiras,A,1,1D,T1,57.7,51.99,Maria Silva Cunha,115259084,2015-02-10,68678.3,Ocupada
FR0554,Residencial Atlântico,C,4,4F,T1,50.2,50.96,Rosa Antunes Moreira,288948698,2022-09-29,116451.33,Ocupada
FR0272,Condomínio Central,D,5,5D,T4,197.8,297.44,Carla Simões Almeida,298306279,2008-01-03,269119.23,Ocupada
FR0029,Residencial Atlântico,A,7,7A,T1,54.2,60.18,Joana Pinto Soares,174746711,2023-03-30,132714.78,Arrendada
FR0273,Jardins da Cidade,norte,3,3B,T4,182.5,207.1,JOSÉ OLIVEIRA ROCHA,211499498,2005-12-28,222498.05,ocupada
FR1601,Jardins da Cidade,Sul,2,2B,T2,92.4,95.17,Rita Simões Moreira,284504169,2019-02-06,193012.64,Ocupada
FR0548,Condomínio Central,D,2,2E,T3,134.7,191.34,Luis Lopes Moreira,174866729,2012-10-18,171253.31,Ocupada
FR0331,Quinta das Palmeiras,b,4,4A,T3,103.6,104.9,Diogo Rocha Vieira,101676915,2020-04-22,164233.72,Arrendada
FR0278,Torres do Sol,Torre 1,1,1E,T2,83.2,152.1,Paula Cunha Vieira,187745314,2020-03-03,82748.0,Arrendada
FR1295,Quinta das Palmeiras,A,2,2B,T2,74.6,79.17,Cristina Cruz Jesus,219815920,2018-03-03,109406.59,Vazia
FR0482,Condomínio Central,D,8,8A,T0,42.5,64.02,Fernando Moreira Teixeira,206708642,2021.07.02,52316.61,Arrendada
FR0651,Torres do Sol,Torre 1,0,Loja C,Loja,72.6,128.95,Daniela Cardoso Nunes,275947275,2011-01-31,132279.46,Em obras
FR1090,Quinta das Palmeiras,b,-1,G26,Garagem,97.1,97.5,Raquel Gonçalves Matos,282443118,2016-08-07,171085.86,Arrendada
FR2296,Torres do Sol,Torre 2,9,9F,T2,77.3,133.17,Rui Silva Santos,234813329,2008-05-02,93858.16,Arrendada
FR2055,Residencial Atlântico,c,6,6F,T3,134.7,0.0,Joana Pinto Antunes,150441915,2014-02-13,154170.94,Em obras
FR1720,Vila Verde,a,1,1D,T2,79.3,65.13,Beatriz Ferreira Simões,00000000,2009-12-04,73847.2,Ocupada
FR0877,Quinta das Palmeiras,A,6,6E,T2,70.9,68.98,Catarina Gonçalves Antunes,232085806,2018-12-25,156411.33,Ocupada
FR2014,Vila Verde,A,2,2A,T3,121.0,96.29,Teresa Machado Cardoso,166175415,2009-03-26,194690.41,Arrendada
FR0315,Residencial Atlântico,B,1,1E,T4,176.9,209.4,Jorge Neves Teixeira,145559145,2015-11-13,168275.55,Arrendada
FR0881,Residencial Atlântico,B,2,2D,T3,137.8,169.14,António Santos Costa,201661618,2016-12-20,267031.83,Ocupada
FR0958,Jardins da Cidade,Sul,6,6D,T4,166.1,176.37,andré jesus neves,184129267,2014-08-05,198755.46,Arrendada
FR2073,Jardins da Cidade,Sul,2,2B,T1,65.9,70.64,Carla Coelho Fonseca,222475951,2017-12-10,90268.18,Ocupada
FR1465,Torres do Sol,Torre 2,4,4C,T1,53.7,85.61,Nuno Simões Ramos,270117162,2020-02-26,122597.51,Ocupada
FR2360,Residencial Atlântico,C,4,4C,T2,98.0,114.64,Catarina Sousa Cruz,222733354,2022-06-08,229457.3,Vazia
FR0402,JARDINS DA CIDADE,Norte,7,7D,T2,77.3,81.97,Gonçalo Jesus Jesus,179509051,2016-09-09,153120.29,
FR2018,Condomínio Central,C,0,0C,T3,110.4,164.96,Rosa Rocha Ribeiro,238310065,2008-01-31,137533.29,Arrendada
FR0515,Residencial Atlântico,C,8,8F,T2,85.3,100.9,André  Marques  Antunes,271965627,2022-03-14,178173.87,Ocupada
FR0006,Jardins da Cidade,Sul,6,6F,T1,64.9,77.05,Ricardo Coelho Cruz,269461706,,125454.97,
FR1504,Jardins da Cidade,Sul,-1,G11,Garagem,95.1,101.03,Vasco Monteiro Teixeira,123678661,2015-07-03,139964.98,Arrendada
FR0415,residencial atlântico,C,5,5E,T2,,101.55,Jorge Ramos Pereira,234930051,2013-01-07,90045.49,Em obras
FR1983,Residencial Atlântico,C,2,2F,T2,93.4,114.86,Ana Raposo Soares,294644776,2021-08-19,210889.09,Arrendada
FR1869,Quinta das Palmeiras,b,-1,G8,Garagem,96.6,102.24,Bruno Moreira Coelho,125165918,2006-05-14,75306.24,Ocupada
FR2058,Condomínio Central,C,-1,G78,Garagem,99.3,140.74,Patrícia Fernandes Ramos,00000000,2021-12-27,,Vazia
FR1091,Torres do Sol,Torre1,12,12F,T2,85.0,141.19,João Almeida Nunes,231050420,2020-04-29,148054.34,Arrendada
FR1108,Torres do Sol,Torre1,10,10A,T1,68.3,129.44,Sofia Lopes Moreira,235357645,2020-02-07,105212.98,Arrendada
FR0436,Torres do Sol,Torre1,11,11A,T0,36.3,62.92,Carla Soares Jesus,264729737,2012-02-02,51195.02,Arrendada
FR0052,Vila Verde,A,1,1F,T1,56.0,42.13,Beatriz Oliveira Gonçalves,156549363,2013-12-20,36419.92,Vazia
FR2381,Residencial Atlântico,C,4,4E,T2,86.2,108.84,Rita Correia Raposo,237183314,2017-11-20,165254.75,Arrendada
FR1020,Condomínio Central,D,5,5B,T0,43.0,56.16,Mariana Oliveira Teixeira,269538453,2009-07-10,71846.72,Ocupada
FR1951,Condomínio Central,C,10,10C,T2,72.3,107.8,Gonçalo Rodrigues Moreira,174560003,2017-11-08,112684.98,Vazia
FR2099,Quinta das Palmeiras,A,0,0F,T3,136.5,139.93,Rosa Marques Simões,280575513,2007/11/18,135578.38,Arrendada
FR1547,Quinta das Palmeiras,B,4,4D,T1,,78.62,Cristina Soares Gonçalves,106568628,2017-08-17,85691.05,Ocupada
FR0519,Jardins da Cidade,Norte,5,5B,T2,98.7,113.07,Carla Soares Coelho,165037361,2007-05-23,159454.43,Ocupada
FR0434,vila verde,a,4,4C,T0,32.7,24.3,Joana Ribeiro Vieira,154958861,2010-05-20,43564.1,Arrendada
FR2483,Residencial Atlântico,A,-1,G73,Garagem,92.3,110.92,Pedro Vieira Moreira,210522092,2011-02-02,62729.77,Ocupada
FR0071,Quinta das Palmeiras,b,0,Loja B,Loja,77.3,77.23,Filipa Neves Lopes,273701721,2015-02-26,75069.11,Arrendada
FR0525,Jardins da Cidade,Norte,3,3C,T2,91.9,103.58,Marta Pires Costa,280217316,2022-04-14,201090.54,Arrendada
FR0463,Condomínio Central,C,1,1D,T2,89.8,138.25,Inês Pereira Nunes,182335329,2014-08-22,71023.88,Ocupada
FR1428,Residencial Atlântico,A,4,4D,T3,132.3,154.67,Carla Monteiro Costa,126371409,2018-11-19,213880.96,Ocupada
FR2220,Residencial Atlântico,A,6,6B,T1,51.4,58.27,Mónica Neves Oliveira,291996109,2023-10-20,81314.16,Arrendada
FR1230,Vila Verde,A,1,1E,T1,45.8,41.09,Carlos Santos Ramos,135804753,2007-08-12,11020.61,Ocupada
FR1328,Torres do Sol,Torre1,10,10F,T1,48.2,97.91,Vasco Silva Costa,254490254,2020-02-09,93947.28,Ocupada
FR0039,Vila Verde,A,4,4A,T1,47.4,34.14,Hugo Moreira Gonçalves,140429595,2015-01-29,79616.52,Arrendada
FR1146,Torres do Sol,Torre 2,2,2E,T1,54.8,98.68,Rita Jesus Nunes,170133738,2017-05-11,47298.03,Vazia
FR2364,Jardins da Cidade,Sul,4,4F,T2,97.3,109.95,Mariana Antunes Coelho,182108907,2017-02-17,155676.96,Em obras
FR1833,Vila Verde,a,0,Loja B,Loja,75.7,49.81,Rita Matos Lopes,174821147,2018-07-17,127822.15,Ocupada
FR0378,Residencial Atlântico,C,1,1E,T1,46.7,51.97,Fernando Matos Cardoso,224625780,2019-05-11,41406.16,Arrendada
FR2429,Residencial Atlântico,B,4,4C,T3,117.9,141.73,Patrícia Carvalho Mendes,201559328,2015-08-12,164596.8,Vazia
FR2129,Torres do Sol,Torre 2,1,1B,T3,117.2,207.98,Patrícia Reis Pires,228619134,2011-04-13,145049.28,Ocupada
FR2339,Residencial Atlântico,B,2,2B,T3,116.2,139.35,Marta Mendes Reis,151880689,2009-08-26,99858.32,Vazia
FR1767,Quinta das Palmeiras,A,0,0A,T2,91.5,95.17,Rosa Pereira Alves,218169346,,97941.78,Ocupada
FR0592,Quinta das Palmeiras,b,3,3C,T3,105.0,103.5,Mariana Gomes Ribeiro,114632085,2012-01-12,130731.88,Ocupada
FR1061,Residencial Atlântico,A,8,8A,T3,131.3,150.59,Sara Gomes Machado,212323734,2019-06-07,297996.51,Arrendada
FR0614,Condomínio Central,A,8,8E,T3,130.4,197.69,António Correia Lopes,263810900,2007-10-05,,Ocupada
FR1036,Residencial Atlântico,C,3,3D,T1,54.0,60.51,Mónica Coelho Silva,126549314,2007-10-03,55500.93,Ocupada
FR0833,Quinta das Palmeiras,B,3,3B,T1,69.7,70.91,Beatriz Neves Ferreira,155833040,2011-01-21,103432.43,Arrendada
FR1946,Residencial Atlântico,B,3,3F,T3,136.4,179.09,Daniela  Simões  Cunha,232572551,2008-09-11,62174.83,Arrendada
FR1757,Vila Verde,A,2,2F,T2,85.8,71.19,Vasco Pinto Costa,227705126,2010-02-10,121800.96,Arrendada
FR0448,Condomínio Central,D,3,3E,T2,90.2,132.5,Diogo Antunes Pereira,123775531,2014-06-25,124677.2,Ocupada
FR0897,Quinta das Palmeiras,b,5,5F,T4,192.8,201.3,Carla Cruz Lopes,130068666,2013-01-25,338542.0,Ocupada
FR1879,Vila Verde,A,-1,G64,Garagem,70.5,53.92,Fernando Martins Carvalho,191019172,2017-06-18,57995.66,Vazia
FR0630,Vila Verde,a,4,4D,T3,139.1,112.37,Carlos Moreira Pires,184530706,2022-01-02,277060.97,Ocupada
FR1652,Residencial Atlântico,c,-1,G21,Garagem,91.4,115.23,Rita Martins Gonçalves,131464712,2015-05-09,93644.56,OCUPADA
FR0078,Torres do Sol,Torre 1,2,2A,T3,121.5,222.71,Bruno Teixeira Almeida,12345678,2023-02-02,207201.97,Arrendada
FR1820,Condomínio Central,B,9,9D,T1,55.6,80.87,Maria Pinto Fonseca,214858041,2021-12-01,128149.85,Ocupada
FR0506,Vila Verde,a,4,4D,T2,95.5,82.24,Miguel Alves Carvalho,263458071,2007-07-21,89034.57,Arrendada
FR1452,Vila Verde,a,2,2C,T1,66.8,59.61,Mónica Coelho Pinto,171938021,2016-11-28,91545.73,Ocupada
FR0349,Residencial Atlântico,c,1,1B,T3,102.7,127.87,Marco Costa Sousa,121891725,2017-06-28,,Ocupada
FR2452,Torres do Sol,Torre 1,12,12D,T1,56.0,102.78,Joana Silva Cruz,159725575,2008-06-05,69224.97,Arrendada
FR2486,Residencial Atlântico,A,1,1E,T4,196.2,226.09,Sofia Jesus Cunha,284652495,2011-07-01,275138.7,
FR1852,Condomínio Central,A,2,2C,T1,47.3,71.01,Carla Rocha Gomes,259184032,2007-12-28,61209.0,Ocupada
FR0566,Jardins da Cidade,Norte,5,5D,T2,91.5,99.55,Maria Gomes Santos,276416651,2014-02-13,143311.25,Ocupada
FR0455,Condomínio Central,D,6,6B,T1,51.7,83.04,Mónica Rocha Reis,204980287,2022-04-15,131253.96,Arrendada
FR0662,Residencial Atlântico,c,2,2B,T1,67.6,77.0,Catarina Vieira Neves,285322350,2015-07-31,,Em obras
FR2388,Condomínio Central,A,7,7E,T1,50.1,81.48,Diogo Gonçalves Santos,212416519,2006-02-14,41805.83,Ocupada
FR1824,Quinta das Palmeiras,B,0,0D,T2,87.7,82.38,Raquel Neves Cruz,257042226,2009-01-31,98772.66,Arrendada
FR0223,Jardins da Cidade,Norte,6,6F,t1,66.1,73.78,Daniela Pires Rodrigues,257201297,2010-01-03,83475.24,Arrendada
FR0169,Jardins da Cidade,norte,7,7B,T1,59.6,66.8,Nuno Simões Gomes,165411316,2017-05-11,123597.54,ARRENDADA
FR2020,Torres do Sol,Torre 1,2,2B,T1,56.0,92.29,Rosa Cunha Jesus,245254667,15/02/2010,40541.29,Vazia
FR1490,Vila Verde,A,-1,G54,Garagem,80.5,60.22,Pedro Teixeira Mendes,230623634,2010-06-05,93460.5,Ocupada
FR1668,Quinta das Palmeiras,A,0,Loja B,Loja,87.0,79.5,Ricardo Costa Pires,179503299,2016-11-06,94708.26,Ocupada
FR0712,Jardins da Cidade,Norte,2,2B,T1,50.6,63.21,Diogo Cunha Santos,214892427,2024-08-17,109388.58,Ocupada
FR2236,Jardins da Cidade,Sul,0,0F,T3,116.7,127.56,Rita Carvalho Coelho,134065477,2008-11-24,104085.16,Vazia
FR1776,Jardins da Cidade,Norte,7,7C,T3,104.9,117.61,Rosa Soares Fernandes,299957947,2009-09-11,155901.92,Arrendada
FR0263,Vila Verde,A,4,4F,T1,53.6,47.46,Manuel Cunha Lopes,172276908,2017-10-13,74505.79,Em obras
FR1110,Quinta das Palmeiras,b,0,Loja A,Loja,95.0,98.06,Cristina Ferreira Coelho,143048479,16/09/2023,187657.96,Ocupada
FR0388,Jardins da Cidade,Sul,6,6B,T1,69.8,66.44,  Carla Cardoso Coelho  ,190822574,2007-11-23,71314.17,Arrendada
FR2006,Jardins da Cidade,norte,-1,G14,Garagem,88.9,92.48,Marta Moreira Jesus,163214595,2011-08-31,113265.31,Arrendada
FR1556,Quinta das Palmeiras,B,2,2A,T3,118.6,125.6,Manuel Martins Sousa,175117629,2024-09-13,324065.55,Ocupada
FR1644,Quinta das Palmeiras,A,3,3A,T1,55.8,61.41,Carla Oliveira Carvalho,292624670,2010-06-28,70361.55,Ocupada
FR0710,Jardins da Cidade,Norte,5,5B,T3,112.9,121.19,Gonçalo Almeida Ferreira,155940939,2023-12-02,291733.14,Ocupada
FR1560,Quinta das Palmeiras,B,4,4A,T2,85.8,90.4,Joana Fonseca Ferreira,155968977,2015-11-10,128577.33,Vazia
FR0276,Jardins da Cidade,Norte,-1,G74,Garagem,98.7,113.5,André Cruz Fernandes,163472830,2023-06-10,190643.19,Arrendada
FR2148,Quinta das Palmeiras,b,6,6F,T1,62.5,69.05,Cristina Machado Rocha,141889018,2009-09-23,107200.31,Arrendada
FR1796,Quinta das Palmeiras,B,5,5D,T3,117.1,113.4,António Nunes Machado,215044711,2024-05-14,266395.92,Arrendada
FR1768,Jardins da Cidade,Sul,7,7E,T1,52.2,56.21,José Gonçalves Ferreira,178117145,2025-08-11,120392.53,Vazia
FR1801,Torres do Sol,Torre1,7,7B,T2,71.0,132.87,Marta Jesus Raposo,129172641,2023-01-25,160053.45,Arrendada
FR0450,Torres do Sol,Torre1,-1,G74,Garagem,99.0,176.54,Carlos Correia Antunes,196443386,2025-06-25,229411.58,Arrendada
FR1875,Condomínio Central,C,10,10A,T3,137.2,203.58,Manuel Matos Matos,199289770,2023-05-01,380343.14,Ocupada
FR1659,Vila Verde,a,3,3F,T3,115.2,96.76,Paula Alves Cruz,265878347,2019-10-16,140536.11,Ocupada
FR0369,Jardins da Cidade,Norte,4,4E,T1,53.8,64.47,Helena Santos Alves,126486604,2016-12-21,72048.43,Ocupada
FR1588,Residencial Atlântico,A,7,7F,T2,,103.17,Paulo Simões Coelho,259860645,2014-11-09,93734.24,Vazia
FR1723,Vila Verde,a,-1,G55,Garagem,,55.82,Rosa Gonçalves Fernandes,271841465,2015-06-22,88516.26,Arrendada
FR0939,Jardins da Cidade,Sul,5,5D,T4,182.6,193.9,Mónica Soares Rocha,277572110,2018-11-29,180834.49,Ocupada
FR1945,Vila Verde,A,3,3E,T2,72.9,50.88,Fernando Mendes Oliveira,132137973,2007-09-28,45463.82,Arrendada
FR0108,Condomínio Central,D,4,4B,T2,98.8,147.08,Carlos Cardoso Matos,291036270,2009-12-29,114730.65,Arrendada
FR0869,Jardins da Cidade,Sul,6,6D,T1,641.8,706.94,Rui Vieira Moreira,109357689,2024-08-28,749669.24,Arrendada
FR0337,Torres do Sol,Torre1,-1,G36,Garagem,91.1,162.93,Paula Vieira Gomes,232441895,2013-01-14,128932.97,Ocupada
FR0428,VILA VERDE,a,1,1B,T3,117.0,89.78,António Coelho Rodrigues,130622294,2023-05-08,195927.01,Arrendada
FR0326,Residencial Atlântico,c,7,7D,T3,121.2,143.82,Gonçalo Simões Ferreira,286083071,2025-01-05,,Ocupada
FR1870,Condomínio Central,B,2,2F,T2,93.6,141.97,Sara Ramos Machado,207135050,2008-02-07,104076.48,Ocupada
FR0392,Jardins da Cidade,norte,7,7D,T3,125.7,125.96,Alexandra Teixeira Mendes,218301182,2008-01-21,151999.35,Ocupada
